Customer Terms,Item Number,Item Description,Stocking Multiple,Material Type,Stock or S/O
"ADV, Advantage, Fascia",11016A,1X10 16   ADVANTAGE PLUS S1S2E,EA,L,Stock
"ADV, Advantage, Fascia",11020A,1X10 20   ADVANTAGE PLUS S1S2E,EA,L,Stock
"ADV, Advantage, Fascia",11216A,1X12 16   ADVANTAGE PLUS S1S2E,EA,L,Stock
"ADV, Advantage, Fascia",11220A,1X12 20   ADVANTAGE PLUS S1S2E,EA,L,Stock
"ADV, Advantage, Fascia",1220A,1X2 20  ADVANTAGE PLUS S1S2E,EA,L,Stock
"ADV, Advantage, Fascia",1316A,1X3 16 ADVANTAGE PLUS S1S2E,EA,L,Stock
"ADV, Advantage, Fascia",1320A,1X3 20 ADVANTAGE PLUS S1S2E,EA,L,Stock
"ADV, Advantage, Fascia",1416A,1X4 16   ADVANTAGE PLUS S1S2E,EA,L,Stock
"ADV, Advantage, Fascia",1420A,1X4 20   ADVANTAGE PLUS S1S2E,EA,L,Stock
"ADV, Advantage, Fascia",1616A,1X6 16   ADVANTAGE PLUS S1S2E,EA,L,Stock
"ADV, Advantage, Fascia",1620A,1X6 20   ADVANTAGE PLUS S1S2E,EA,L,Stock
"ADV, Advantage, Fascia",1816A,1X8 16   ADVANTAGE PLUS S1S2E,EA,L,Stock
"ADV, Advantage, Fascia",1820A,1X8 20   ADVANTAGE PLUS S1S2E,EA,L,Stock
"ADV, Advantage, Fascia",21016A,2X10 16   ADVANTAGE PLUS S1S2E,EA,L,Stock
"ADV, Advantage, Fascia",21020A,2X10 20   ADVANTAGE PLUS S1S2E,EA,L,Stock
"ADV, Advantage, Fascia",21216A,2X12 16   ADVANTAGE PLUS S1S2E,EA,L,Stock
"ADV, Advantage, Fascia",21220A,2X12 20   ADVANTAGE PLUS S1S2E,EA,L,Stock
"ADV, Advantage, Fascia",21416A,2X14 16   ADVANTAGE PLUS S1S2E,EA,L,Stock
"ADV, Advantage, Fascia",21420A,2X14 20   ADVANTAGE PLUS S1S2E,EA,L,Stock
"ADV, Advantage, Fascia",2216A,2X2 16   ADVANTAGE PLUS S1S2E,EA,L,Stock
"ADV, Advantage, Fascia",2416A,2X4 16   ADVANTAGE PLUS S1S2E,EA,L,Stock
"ADV, Advantage, Fascia",2420A,2X4 20   ADVANTAGE PLUS S1S2E,EA,L,Stock
"ADV, Advantage, Fascia",2616A,2X6 16   ADVANTAGE PLUS S1S2E,EA,L,Stock
"ADV, Advantage, Fascia",2620A,2X6 20   ADVANTAGE PLUS S1S2E,EA,L,Stock
"ADV, Advantage, Fascia",2816A,2X8 16   ADVANTAGE PLUS S1S2E,EA,L,Stock
"ADV, Advantage, Fascia",2820A,2X8 20   ADVANTAGE PLUS S1S2E,EA,L,Stock
"ADV, Advantage, Fascia",11016AP,1X10 16   ADVANTAGE PLUS V-RUSTIC,EA,L,Stock
"ADV, Advantage, Fascia",1416AP,1X4 16   ADVANTAGE VT&G BEADED,EA,L,Stock
"ADV, Advantage, Fascia",1616AP,1X6 16   ADVANTAGE V/R TREATED,EA,L,Stock
"ADV, Advantage, Fascia",1616APB,1X6 16    ADV BEADED T&G TRTD,EA,L,Stock
"ADV, Advantage, Fascia",1816AP,1X8 16   ADVANTAGE V-RUSTIC,EA,L,Stock
"ADV, Advantage, Fascia",1820AP,1X8 20  ADVANTAGE V-RUSTIC,EA,L,Stock
"ADV, Advantage, Fascia",1216A,1X2 16  ADVANTAGE PLUS S1S2E,EA,L,S/O
"ADV, Advantage, Fascia",2220A,2X2 20  ADVANTAGE PLUS S1S2E,EA,L,S/O
"ADV, Advantage, Fascia",1816AR,3/4X8 16   ADVANTAGE PLUS RAB BEVEL,EA,L,S/O
"ADV, Advantage, Fascia",1816A3,1X8 16   ADVANTAGE PLUS 3 LAP,EA,L,S/O
"ADV, Advantage, Fascia",1620APB,1X6 20   ADVANTAGE BEADED T&G,EA,L,S/O
"Bor, Boral",1416BT,1X4 16    BORAL TRIM,EA,L,Stock
"Bor, Boral",1616BNG,1X6 16    BORAL NICKEL GAP,EA,L,Stock
"Bor, Boral",1616BT,1X6 16    BORAL TRIM,EA,L,Stock
"Bor, Boral",1616BVR,1X6 16    BORAL V-RUSTIC,EA,L,Stock
"Bor, Boral",1816BVR,1X8 16    BORAL V-RUSTIC,EA,L,Stock
"Bor, Boral",2216B,2X2 16     BODYGUARD,EA,L,Stock
"Bor, Boral",2416BT,2X4 16    BORAL TRIM,EA,L,Stock
"Bor, Boral",2616BT,2X6 16    BORAL TRIM,EA,L,Stock
"Bor, Boral",2816BT,2X8 16    BORAL TRIM,EA,L,Stock
Pine,1616TG,1X6 16      PINE VT&G REV,EA,L,Stock
Pine,1816PVR,1X8 16      SPF KD V-RUSTIC,EA,L,Stock
Cedar,2410WRC,2X4 10    WRC STK S4S DRY,EA,L,Stock
Cedar,2412WRC,2X4 12    WRC STK S4S DRY,EA,L,Stock
Cedar,2414WRC,2X4 14    WRC STK S4S DRY,EA,L,Stock
Cedar,2416WRC,2X4 16    WRC STK S4S DRY,EA,L,Stock
Cedar,2418WRC,2X4 18    WRC STK S4S DRY,EA,L,Stock
Cedar,2420WRC,2X4 20    WRC STK S4S DRY,EA,L,Stock
Cedar,248WRC,2X4 8    WRC STK S4S DRY,EA,L,Stock
Cedar,2610WRC,2X6 10    WRC STK S4S DRY,EA,L,Stock
Cedar,2612WRC,2X6 12    WRC STK S4S DRY,EA,L,Stock
Cedar,2614WRC,2X6 14    WRC STK S4S DRY,EA,L,Stock
Cedar,2616WRC,2X6 16    WRC STK S4S DRY,EA,L,Stock
Cedar,2618WRC,2X6 18    WRC STK S4S DRY,EA,L,Stock
Cedar,2620WRC,2X6 20    WRC STK S4S DRY,EA,L,Stock
Cedar,268WRC,2X6 8    WRC STK S4S DRY,EA,L,Stock
Cedar,2810WRC,2X8 10    WRC STK S4S DRY,EA,L,Stock
Cedar,2812WRC,2X8 12    WRC STK S4S DRY,EA,L,Stock
Cedar,2814WRC,2X8 14    WRC STK S4S DRY,EA,L,Stock
Cedar,2816WRC,2X8 16    WRC STK S4S DRY,EA,L,Stock
Cedar,2820WRC,2X8 20    WRC STK S4S DRY,EA,L,Stock
Cedar,288WRC,2X8 8    WRC STK S4S DRY,EA,L,Stock
Cedar,CS1,CEDAR SHINGLES #1  (4),EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",1010DFL,10X10    DF 1 & BTR S4S,LF,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",1012DFL,10X12    DF 1 & BTR S4S,LF,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",1014DFL,10X14   DF 1 & BTR S4S,LF,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",1016DFL,10X16   DF 1 & BTR S4S,LF,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",1212DFL,12X12   DF 1 & BTR S4S,LF,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",1214DFL,12X14    DF 1 & BTR S4S,LF,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",1414DFL,14X14   DF 1 & BTR S4S,LF,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",1616DFL,16X16   DF 1 & BTR S4S,LF,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",81010DF1,8X10 10   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",81012DF1,8X10 12   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",81014DF1,8X10 14   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",81016DF1,8X10 16   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",81018DF1,8X10 18   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",81020DF1,8X10 20   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",8108DF1,8X10 8   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",810DFL,8X10    DF 1 & BTR S4S,LF,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",81210DF1,8X12 10  DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",81212DF1,8X12 12   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",81214DF1,8X12 14   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",81216DF1,8X12 16   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",81218DF1,8X12 18   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",81220DF1,8X12 20   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",81222DF1,8X12 22   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",81224DF1,8X12 24   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",8128DF1,8X12 8  DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",812DFL,8X12    DF 1 & BTR S4S,LF,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",81410DF1,8X14 10   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",81412DF1,8X14 12   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",81414DF1,8X14 14   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",81416DF1,8X14 16   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",81418DF1,8X14 18   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",81420DF1,8X14 20   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",81430DF1,8X14 30   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",81610DF1,8X16 10   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",81612DF1,8X16 12   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",81614DF1,8X16 14   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",81616DF1,8X16 16   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",8168DF1,8X16 8   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",8810DF1,8X8 10   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",8812DF1,8X8 12  DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",8814DF1,8X8 14  DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",8816DF1,8X8 16  DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",8818DF1,8X8 18   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",8820DF1,8X8 20   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",8822DF1,8X8 22   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",8824DF1,8X8 24   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",888DF1,8X8 8   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",88DFL,8X8  DF 1 & BTR S4S,LF,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",1210DF,1X2 10   DF STD&BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",1212DF,1X2 12  DF STD&BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",1214DF,1X2 14   DF STD&BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",1216DF,1X2 16   DF STD&BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",1218DF,1X2 18   DF STD&BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",128DF,1X2 8 SPF STD&BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",12DFL,1X2  DF STD&BTR S4S,LF,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",1316DF,1X3 16   DF STD&BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",13DFL,1X3   DF STD&BTR S4S,LF,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",1410DF,1X4 10  HF/DF STD&BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",1412DF,1X4 12  HF/DF STD&BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",1414DF,1X4 14  HF/DF STD&BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",1416DF,1X4 16  HF/DF STD&BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",1418DF,1X4 18   HF/DF STD&BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",1420DF,1X4 20  HF/DF STD&BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",144DF,1X4 4   DF STD&BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",146DF,1X4 6  HF/DF STD&BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",148DF,1X4 8  HF/DF STD&BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",14DFL,1X4   HF/DF STD&BTR S4S,LF,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",1610DF,1X6 10  HF/DF STD&BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",1612DF,1X6 12   HF/DF STD&BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",1614DF,1X6 14   HF/DF STD&BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",1616DF,1X6 16   HF/DF STD&BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",1618DF,1X6 18   HF/DF STD&BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",1620DF,1X6 20   HF/DF STD&BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",166DF,1X6 6  HF/DF STD&BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",168DF,1X6 8  HF/DF STD&BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",16DFL,1X6   HF/DF STD&BTR S4S,LF,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",11016DF,1X10 16   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",1108DF,1X10 8   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",110DFL,1X10   DF 2 & BTR S4S,LF,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",11212DF,1X12 12   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",11216DF,1X12 16   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",1126DF,1X12 6   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",1128DF,1X12 8   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",1812DF,1X8 12   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",1814DF,1X8 14   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",1816DF,1X8 16   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",186DF,1X8 6   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",188DF,1X8 8   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",18DFL,1X8    DF 2 & BTR S4S,LF,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",21010716DF,"2X10 10-7/16""   DF 2 & BTR S4S",EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",21010DF,2X10 10   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",2101278DF,"2X10 12-7/8""   DF 2 & BTR S4S",EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",21012DF,2X10 12  DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",21014716DF,"2X10 14-7/16""   DF 2 & BTR S4S",EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",21014716DFDS,"2X10 14-7/16""   DRILLED/SCREEN BLK",EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",21014DF,2X10 14  DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",21016DF,2X10 16  DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",21018DF,2X10 18   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",21020DF,2X10 20   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",21022716DF,"2X10 22-7/16""   DF 2 & BTR S4S",EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",21022716DFDS,"2X10 22-7/16""   DRILLED/SCREEN BLK",EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",2102DF,2X10 2   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",2104DF,2X10 4   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",2106DF,2X10 6   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",2108DF,2X10 8   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",210DFL,2X10   DF 2 & BTR S4S,LF,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",21214716DFDS,"2X12 14-7/16""   DRILLED/SCREEN BLK",EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",21222716DFDS,"2X12 22-7/16""   DRILLED/SCREEN BLK",EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",21030DF,2X10 30  DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",21022DF,2X10 22   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",21024DF,2X10 24   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",21026DF,2X10 26   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",21028DF,2X10 28   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",21032DF,2X10 32  DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",21034DF,2X10 34   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",21210716DF,"2X12 10-7/16""   DF 2 & BTR S4S",EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",21210DF,2X12 10   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",2121278DF,"2X12 12-7/8""   DF 2 & BTR S4S",EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",21212DF,2X12 12   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",21214716DF,"2X12 14-7/16""   DF 2 & BTR S4S",EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",21214DF,2X12 14   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",21216DF,2X12 16   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",21218DF,2X12 18   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",21220DF,2X12 20   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",21222716DF,"2X12 22-7/16""   DF 2 & BTR S4S",EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",21222DF,2X12 22   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",21224DF,2X12 24   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",2122DF,2X12 2   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",21230DF,2X12 30   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",2124DF,2X12 4   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",2126DF,2X12 6  DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",2128DF,2X12 8   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",212DFL,2X12   DF 2 & BTR S4S,LF,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",21226DF,2X12 26   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",21228DF,2X12 28   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",21230DF1,2X12 30   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",21232DF,2X12 32   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",2210DF,2X2 10   DF STD&BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",2212DF,2X2 12   DF STD&BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",2214DF,2X2 14  DF STD&BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",2216DF,2X2 16   DF STD&BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",2218DF,2X2 18   DF STD&BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",2220DF,2X2 20   DF STD&BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",224DF,2X2 4    DF STD&BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",226DF,2X2 6   DF STD&BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",228DF,2X2 8   DF STD&BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",22DFL,2X2    DF STD&BTR S4S,LF,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",2410414DF,"2X4 104-1/4""   DF STD&BTR S4S",EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",2410DF,2X4 10   DF STD&BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",2411614DF,"2X4 116-1/4""   DF STD&BTR S4S",EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",241278DF,"2X4 12-7/8""   DF STD&BTR S4S",EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",2412DF,2X4 12  DF STD&BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",2414716DF,"2X4 14-7/16""   DF STD&BTR S4S",EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",2414DF,2X4 14  DF STD&BTR S4S,EA,L,Stock
