Customer Terms,Item Number,Item Description,Stocking Multiple,Material Type,Stock or S/O
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",2416DF,2X4 16  DF STD&BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",2418DF,2X4 18  DF STD&BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",241DF,2X4 1  DF STD&BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",2420DF,2X4 20  DF STD&BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",2422716DF,"2X4 22-7/16""   DF STD&BTR S4S",EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",242DF,2X4 2  DF STD&BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",243DF,2X4 3    DF STD&BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",244DF,2X4 4   DF STD&BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",245DF,2X4 5   DF STD&BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",246DF,2X4 6   DF STD&BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",247DF,2X4 7   DF STD&BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",248034DF,"2X4 80-3/4""   DF STD&BTR S4S",EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",248DF,2X4 8   DF STD&BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",249214DF,"2X4 92-1/4""   DF STD&BTR S4S",EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",24DFL,2X4  DF STD&BTR S4S,LF,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",2422DF,2X4 22   DF STD&BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",2424DF,2X4 24   DF STD&BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",2428DF,2X4 28   DF STD&BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",2430DF,2X4 30   DF STD&BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",2310DF,2X3 10   DF STD&BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",2316DF,2X3 16   DF STD&BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",23DFL,2X3   DF STD&BTR S4S,LF,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",2422716DFDS,"2X4 22-7/16""   DRILLED/SCREEN BLK",EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",2610414DF,"2X6 104-1/4""   DF 2 & BTR S4S",EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",2610DF,2X6 10   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",2611614DF,"2X6 116-1/4""   DF 2 & BTR S4S",EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",261278DF,"2X6 12-7/8""   DF 2 & BTR S4S",EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",2612DF,2X6 12  DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",2614716DF,"2X6 14-7/16"" DF 2 & BTR S4S",EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",2614DF,2X6 14   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",2616DF,2X6 16   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",2618DF,2X6 18   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",2620DF,2X6 20   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",2622716DF,"2X6 22-7/16""   DF 2 & BTR S4S",EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",2622716DFDS,"2X6 22-7/16""   DRILLED/SCREEN BLK",EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",2622DF,2X6 22  DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",2624DF,2X6 24  DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",262DF,2X6 2  DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",264DF,2X6 4   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",266DF,2X6 6  DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",268034DF,"2X6 80-3/4""   DF 2 & BTR S4S",EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",268DF,2X6 8   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",269214DF,"2X6 92-1/4""   DF 2 & BTR S4S",EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",26DFL,2X6   DF 2 & BTR S4S,LF,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",2626DF,2X6 26   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",2628DF,2X6 28   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",2630DF,2X6 30   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",2632DF,2X6 32   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",2810DF,2X8 10   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",281278DF,"2X8 12-7/8""   DF 2 & BTR S4S",EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",2812DF,2X8 12   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",2814716DF,"2X8 14-7/16""   DF 2 & BTR S4S",EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",2814716DFDS,"2X8 14-7/16""   DRILLED/SCREEN BLK",EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",2814DF,2X8 14   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",2816DF,2X8 16   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",2818DF,2X8 18    DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",2820DF,2X8 20   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",2822716DF,"2X8 22-7/16""   DF 2 & BTR S4S",EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",2822716DFDS,"2X8 22-7/16""   DRILLED/SCREEN BLK",EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",2822DF,2X8 22   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",2824DF,2X8 24   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",282DF,2X8 2   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",284DF,2X8 4    DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",286DF,2X8 6   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",288DF,2X8 8   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",28DFL,2X8   DF 2 & BTR S4S,LF,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",2826DF,2X8 26   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",2828DF,2X8 28   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",2830DF,2X8 30   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",2832DF,2X8 32   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",21410DF,2X14 10   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",21412DF,2X14 12   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",21414DF,2X14 14   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",21416DF,2X14 16   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",21418DF,2X14 18   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",21420DF,2X14 20   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",21422DF,2X14 22   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",21424DF,2X14 24   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",21426DF,2X14 26   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",21428DF,2X14 28   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",2142DF,2X14 2   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",21430DF,2X14 30   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",21432DF,2X14 32   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",2144DF,2X14 4   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",2148DF,2X14 8   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",214DFL,2X14    DF 2 & BTR S4S,LF,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",21620DF,2X16 20   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",216DFL,2X16  DF 2 & BTR S4S,LF,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",338DF,3X3 8   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",33DFL,3X3    DF 2 & BTR S4S,LF,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",3410414DF,"3X4 104-1/4""   DF STD&BTR S4S",EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",3410DF,3X4 10   DF STD&BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",3412DF,3X4 12   DF STD&BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",3414DF,3X4 14   DF STD&BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",3416DF,3X4 16   DF STD&BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",3418DF,3X4 18   DF STD&BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",3420DF,3X4 20   DF STD&BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",348DF,3X4 8   DF STD&BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",349214DF,"3X4 92-1/4""   DF STD&BTR S4S",EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",34DFL,3X4   DF STD&BTR S4S,LF,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",3610DF,3X6 10   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",3612DF,3X6 12   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",3614DF,3X6 14   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",3616DF,3X6 16   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",3618DF,3X6 18   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",3620DF,3X6 20    DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",368DF,3X6 8   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",36DFL,3X6  DF 2 & BTR S4S,LF,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",31010DF,3X10 10   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",31012DF,3X10 12   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",31014DF,3X10 14   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",31016DF,3X10 16   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",31018DF,3X10 18   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",31020DF,3X10 20   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",31022DF,3X10 22   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",31024DF,3X10 24   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",3106DF,3X10 6   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",3108DF,3X10 8   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",310DFL,3X10   DF 2 & BTR S4S,LF,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",31210DF,3X12 10   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",31212DF,3X12 12   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",31214DF,3X12 14   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",31216DF,3X12 16   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",31218DF,3X12 18   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",31220DF,3X12 20   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",31222DF,3X12 22   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",31224DF,3X12 24   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",3126DF,3X12 6   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",3128DF,3X12 8   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",312DFL,3X12   DF 2 & BTR S4S,LF,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",31414DF,3X14 14   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",31420DF,3X14 20   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",31422DF,3X14 22  DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",31424DF,3X14 24   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",314DFL,3X14    DF 2 & BTR S4S,LF,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",3422DF,3X4 22   DF STD&BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",3424DF,3X4 24   DF STD&BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",3622DF,3X6 22   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",3624DF,3X6 24   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",3810DF,3X8 10   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",3812DF,3X8 12   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",3814DF,3X8 14   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",3816DF,3X8 16   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",3818DF,3X8 18   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",3820DF,3X8 20   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",3822DF,3X8 22   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",3824DF,3X8 24   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",386DF,3X8 6   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",388DF,3X8 8   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",38DFL,3X8  DF 2 & BTR S4S,LF,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",41010414DF,"4X10 104-1/4""   DF 1 & BTR S4S",EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",41010DF1,4X10 10   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",41012DF1,4X10 12   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",41014DF1,4X10 14   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",41016DF1,4X10 16   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",41018DF1,4X10 18   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",41020DF1,4X10 20   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",4102DF,4X10 2   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",4104DF,4X10 4   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",4106DF1,4X10 6   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",4108DF1,4X10 8   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",4109214DF,"4X10 92-1/4""   DF 1 & BTR S4S",EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",410DF1L,4X10    DF 1 & BTR S4S,LF,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",41022DF1,4X10 22   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",41024DF1,4X10 24   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",41026DF1,4X10 26   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",41028DF,4X10 28    DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",41210414DF,"4X12 104-1/4""   DF 1 & BTR S4S",EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",41210DF1,4X12 10   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",41212DF1,4X12 12   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",41214DF1,4X12 14   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",41216DF1,4X12 16   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",41218DF1,4X12 18   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",4121DF,4X12 1   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",41220DF1,4X12 20   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",4122DF,4X12 2   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",4123DF,4X12 3   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",4124DF,4X12 4   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",4125DF,4X12 5   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",4126DF1,4X12 6   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",4127DF,4X12 7   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",4128DF1,4X12 8   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",412DF1L,4X12   DF 1 & BTR S4S,LF,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",41222DF1,4X12 22   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",41224DF1,4X12 24   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",41226DF1,4X12 26   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",41228DF1,4X12 28   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",41230DF1,4X12 30   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",41232DF1,4X12 32   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",41234DF,4X12 34   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",4410414DF,"4X4 104-1/4""   DF STD&BTR S4S",EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",4410DF,4X4 10   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",4411614DF,"4X4 116-1/4""   DF STD&BTR S4S",EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",4412DF,4X4 12   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",4414DF,4X4 14   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",4416DF,4X4 16   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",4418DF,4X4 18   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",4420DF,4X4 20   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",442DF,4X4 2   DF STD&BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",444DF,4X4 4   DF STD&BTR S4S,EA,L,Stock
